gender,sexual_orientation,location_type,income_bracket,education_level,app_usage_time_min,app_usage_time_label,swipe_right_ratio,swipe_right_label,likes_received,mutual_matches,profile_pics_count,bio_length,message_sent_count,emoji_usage_rate,last_active_hour,swipe_time_of_day,is_match,num_interests
3,0,1,4,7,244,2,0.63,2,9,3,5,184,27,0.21,19,4,0,3
4,0,1,6,4,247,2,0.51,2,198,13,6,203,88,0.12,17,0,0,3
3,0,5,5,0,156,0,0.74,3,68,14,5,49,27,0.42,3,3,1,3
5,0,4,4,4,219,2,0.62,2,81,26,5,64,35,0.41,7,1,0,3
0,4,3,5,8,95,3,0.68,2,34,5,3,127,97,0.54,9,2,1,3
4,6,3,2,8,31,5,0.52,2,159,26,2,152,35,0.09,9,4,1,3
3,0,2,5,0,85,3,0.81,3,199,14,6,227,84,0.26,10,4,1,3
1,3,3,0,3,285,2,0.49,2,32,20,6,61,32,0.24,8,0,1,3
2,3,2,0,6,126,0,0.78,3,194,11,3,115,71,0.28,22,5,1,3
4,0,0,6,4,199,2,0.48,2,174,17,4,50,43,0.07,21,1,1,3
4,4,4,4,2,170,0,0.48,2,93,4,3,219,59,0.24,1,2,1,3
5,1,3,0,3,155,0,0.41,2,180,27,4,349,79,0.25,22,4,1,3
1,4,4,4,1,182,2,0.28,0,126,20,2,219,90,0.4,10,3,1,3
5,5,1,1,2,33,5,0.88,3,45,5,1,125,95,0.11,15,5,0,3
5,2,5,5,1,296,2,0.18,1,12,12,3,256,91,0.08,1,1,1,3
4,7,2,6,6,125,0,0.45,2,12,9,5,342,93,0.46,22,2,0,3
1,1,4,0,0,275,2,0.0,1,10,5,6,457,91,0.26,21,4,0,3
3,2,1,4,3,13,6,0.72,3,132,28,1,213,81,0.1,21,5,0,3
3,6,3,2,4,28,4,0.54,2,166,2,5,210,49,0.23,10,3,0,3
0,1,0,3,6,241,2,0.17,1,59,26,2,131,69,0.46,1,1,0,3
4,6,0,1,5,190,2,0.63,2,72,17,6,234,67,0.14,0,5,0,3
4,2,2,2,6,271,2,0.23,0,12,9,2,148,59,0.28,11,2,0,3
0,1,5,0,6,198,2,0.87,3,12,3,6,482,72,0.24,12,4,1,3
3,3,3,3,0,242,2,0.33,0,106,15,1,75,78,0.31,21,3,1,3
0,4,5,2,8,20,4,0.69,2,130,11,0,499,25,0.06,15,2,0,3
0,4,2,2,2,96,3,0.61,2,138,4,2,355,79,0.22,18,5,1,3
2,5,4,3,8,115,3,0.44,2,113,27,6,415,68,0.23,19,2,0,3
3,0,5,6,2,127,0,0.1,1,167,15,0,48,54,0.03,8,4,0,3
4,7,5,6,2,232,2,0.3,0,145,4,2,41,28,0.51,1,3,0,3
3,6,2,0,6,214,2,0.0,1,100,22,4,368,0,0.39,0,5,0,3
0,3,4,3,3,119,3,0.6,2,135,16,2,455,19,0.23,3,0,1,3
1,6,4,5,1,126,0,0.6,2,7,3,2,47,60,0.12,9,0,0,3
3,7,1,6,4,133,0,0.61,2,146,24,0,371,72,0.4,23,5,0,3
1,3,4,6,6,188,2,0.5,2,40,26,3,203,32,0.09,21,3,0,3
0,6,5,5,5,284,2,0.7,3,186,10,3,289,85,0.08,5,0,1,3
4,1,5,4,8,297,2,0.8,3,175,0,2,281,83,0.41,15,5,1,3
1,6,3,1,4,161,0,0.96,3,44,7,1,324,43,0.13,22,1,0,3
5,5,0,2,6,137,0,0.36,0,8,5,6,288,98,0.13,2,1,1,3
1,4,2,6,3,258,2,0.79,3,195,12,6,399,62,0.35,8,3,0,3
5,0,4,5,8,24,4,0.52,2,189,8,0,303,42,0.1,11,3,0,3
5,6,5,4,6,272,2,0.5,2,99,0,5,343,62,0.15,3,5,1,3
3,4,5,2,7,83,3,0.66,2,147,15,2,353,94,0.19,14,4,0,3
0,4,2,2,5,279,2,0.32,0,84,13,2,46,74,0.1,2,5,0,3
1,4,0,2,2,7,6,0.68,2,67,26,1,117,92,0.13,19,4,0,3
1,3,2,1,1,172,0,0.39,0,66,10,5,391,15,0.19,10,3,1,3
4,5,4,4,8,3,1,0.73,3,92,10,2,486,83,0.15,1,4,1,3
4,2,0,2,5,14,6,0.37,0,41,30,3,25,17,0.28,9,0,1,3
5,4,4,0,5,214,2,0.63,2,186,27,6,498,92,0.62,23,5,0,3
1,6,5,2,5,138,0,0.51,2,194,26,6,478,41,0.32,2,4,1,3
5,2,5,5,7,259,2,0.51,2,167,1,0,9,17,0.3,10,5,0,3
0,2,0,2,7,157,0,0.61,2,145,4,2,217,41,0.33,19,0,0,3
3,0,0,5,6,183,2,0.54,2,139,3,2,162,53,0.15,0,2,1,3
1,7,0,3,4,227,2,0.0,1,166,16,1,424,73,0.22,11,2,0,3
0,5,3,5,3,164,0,0.55,2,50,17,4,74,64,0.41,1,4,0,3
2,5,5,3,8,275,2,0.46,2,136,30,1,486,99,0.28,14,3,0,3
5,6,4,5,0,248,2,0.64,2,39,2,5,409,81,0.4,7,2,0,3
2,6,0,6,3,31,5,0.35,0,17,7,2,466,87,0.22,4,0,0,3
1,5,0,5,6,102,3,0.71,3,128,25,1,130,40,0.68,5,0,0,3
0,2,3,5,4,27,4,0.11,1,85,28,5,181,42,0.25,11,0,0,3
4,6,1,4,1,223,2,0.33,0,153,25,4,117,0,0.19,10,3,1,3
1,4,5,3,8,147,0,0.28,0,96,22,2,424,71,0.17,2,2,0,3
5,6,3,1,2,96,3,0.47,2,119,6,3,479,62,0.18,9,5,0,3
5,0,5,5,2,206,2,0.38,0,107,17,5,146,32,0.76,11,3,0,3
4,5,2,0,1,203,2,0.43,2,123,3,3,13,13,0.1,16,0,0,3
5,2,1,3,4,216,2,0.12,1,128,7,5,302,6,0.13,3,1,1,3
2,2,1,4,8,111,3,0.34,0,34,1,6,371,24,0.32,14,1,0,3
3,1,3,2,8,203,2,0.46,2,194,25,3,231,71,0.07,15,5,0,3
1,6,0,2,3,177,0,0.2,0,47,11,5,412,34,0.19,6,4,1,3
1,6,5,4,8,66,3,0.52,2,156,14,6,57,16,0.54,16,0,1,3
1,5,2,2,3,184,2,0.26,0,57,21,3,352,2,0.44,19,1,0,3
3,4,2,5,0,268,2,0.49,2,74,21,4,474,63,0.55,23,0,0,3
4,5,1,3,1,146,0,0.57,2,91,5,2,499,7,0.31,23,3,1,3
3,6,3,5,2,86,3,0.14,1,184,5,0,189,40,0.49,4,0,1,3
0,2,5,6,5,173,0,0.66,2,183,29,5,293,41,0.15,18,2,1,3
3,7,3,2,2,148,0,0.55,2,89,23,6,402,64,0.29,8,4,0,3
1,2,4,5,4,22,4,0.31,0,74,14,2,262,31,0.39,16,0,0,3
1,7,2,0,8,68,3,0.26,0,124,2,3,424,100,0.25,15,0,1,3
5,7,4,4,3,146,0,0.61,2,33,7,5,249,58,0.37,14,4,0,3
5,2,5,2,4,111,3,0.49,2,53,28,2,11,35,0.47,4,1,0,3
4,5,1,4,0,274,2,0.25,0,30,10,4,303,39,0.1,8,1,0,3
3,4,3,5,0,209,2,0.95,3,92,16,2,462,5,0.14,2,1,0,3
0,5,5,6,4,210,2,0.46,2,108,11,5,209,70,0.24,23,2,1,3
3,3,5,3,2,147,0,0.65,2,116,11,4,164,80,0.18,1,1,0,3
0,0,4,3,6,100,3,0.29,0,80,4,1,432,53,0.2,5,5,1,3
5,6,2,1,5,89,3,0.88,3,3,1,6,121,15,0.38,21,4,1,3
2,2,0,3,4,208,2,0.45,2,66,18,3,417,100,0.13,18,2,1,3
4,4,2,6,6,68,3,0.45,2,90,29,2,371,84,0.31,4,4,0,3
0,0,3,2,5,99,3,0.3,0,20,0,5,466,87,0.65,17,1,1,3
5,1,4,4,4,20,4,0.54,2,168,30,4,326,99,0.08,23,3,0,3
2,4,5,1,6,213,2,0.15,1,55,4,1,374,2,0.49,23,1,0,3
1,5,5,0,8,253,2,0.66,2,115,8,3,351,62,0.13,21,2,0,3
5,3,4,0,3,280,2,0.8,3,169,7,1,389,55,0.29,12,4,0,3
3,0,0,0,1,229,2,0.56,2,8,2,1,346,69,0.58,13,0,1,3
0,6,4,0,2,164,0,0.64,2,194,26,4,193,25,0.26,18,1,1,3
3,4,3,4,4,218,2,0.35,0,116,12,4,228,79,0.35,15,1,0,3
5,0,2,0,7,170,0,0.54,2,177,16,0,168,9,0.25,18,0,0,3
2,1,4,5,1,282,2,0.38,0,95,7,2,489,4,0.28,1,0,1,3
3,5,3,5,4,114,3,0.66,2,74,3,3,144,54,0.14,1,4,1,3
5,2,4,5,6,98,3,0.46,2,90,29,5,274,50,0.69,20,3,0,3
1,5,5,6,3,285,2,0.11,1,55,4,5,91,68,0.12,22,0,1,3
2,3,1,4,2,139,0,0.57,2,50,26,3,99,79,0.44,7,3,1,3
1,7,2,1,7,296,2,0.59,2,22,16,5,358,13,0.12,3,2,1,3
2,0,1,5,8,266,2,0.53,2,77,29,3,234,74,0.15,13,5,0,3
5,7,0,4,5,283,2,0.55,2,101,25,0,401,68,0.23,21,0,0,3
3,5,0,1,2,88,3,0.81,3,193,24,2,265,85,0.26,16,1,1,3
5,7,0,4,8,104,3,0.05,1,113,30,6,151,98,0.15,11,4,1,3
4,5,0,4,0,275,2,1.0,3,198,21,1,257,44,0.06,0,2,1,3
2,0,1,5,2,37,5,0.54,2,67,3,4,288,9,0.12,2,3,1,3
4,4,4,4,1,47,5,0.66,2,175,19,1,417,28,0.2,10,4,0,3
2,6,5,2,0,262,2,0.39,0,69,18,1,184,18,0.12,4,2,1,3
3,7,0,4,1,206,2,0.47,2,116,1,6,495,89,0.38,1,1,1,3
2,0,4,0,7,225,2,0.33,0,134,24,2,286,98,0.13,14,1,0,3
0,5,0,0,7,17,4,0.33,0,78,23,3,288,100,0.39,23,4,1,3
1,1,1,3,8,5,6,0.51,2,168,21,4,436,99,0.44,14,5,1,3
3,6,0,2,7,4,1,0.41,2,163,27,1,124,40,0.11,11,0,1,3
0,6,4,1,7,140,0,0.47,2,111,26,0,92,5,0.31,1,5,0,3
2,5,2,3,7,28,4,0.31,0,12,2,4,263,4,0.22,6,5,0,3
3,5,3,6,4,164,0,0.32,0,109,21,3,422,24,0.27,13,2,0,3
0,0,3,5,0,28,4,0.68,2,104,28,5,7,33,0.31,2,1,1,3
2,4,2,6,0,202,2,0.47,2,174,19,0,39,75,0.33,2,5,0,3
2,3,1,1,4,10,6,0.49,2,22,12,3,341,97,0.19,14,5,1,3
4,4,4,5,5,15,4,0.55,2,94,11,2,74,100,0.33,17,1,1,3
3,5,5,2,7,38,5,0.38,0,118,20,3,11,31,0.09,20,3,0,3
1,3,5,6,8,19,4,0.31,0,87,16,0,78,27,0.29,18,0,0,3
0,0,1,3,6,257,2,0.43,2,40,11,2,293,15,0.37,22,4,0,3
1,0,4,4,2,237,2,0.29,0,122,24,0,443,51,0.37,8,5,1,3
3,3,4,5,7,52,5,0.28,0,62,19,2,127,92,0.47,20,4,0,3
1,2,2,0,2,14,6,0.38,0,138,8,1,311,8,0.29,6,1,1,3
0,0,5,2,6,184,2,0.4,2,186,16,2,156,30,0.26,12,2,1,3
1,4,4,5,7,113,3,0.46,2,30,0,0,387,22,0.72,11,3,1,3
2,6,1,0,1,218,2,0.56,2,54,5,1,372,25,0.58,12,5,0,3
1,0,4,1,0,114,3,0.41,2,103,15,5,92,70,0.23,20,0,1,3
1,2,3,0,5,177,0,0.41,2,44,20,6,317,81,0.22,9,0,0,3
4,2,0,4,2,267,2,0.56,2,38,3,0,0,83,0.57,6,2,1,3
1,6,5,4,8,241,2,0.42,2,134,30,1,13,68,0.07,2,0,0,3
0,3,4,2,6,17,4,0.62,2,130,11,6,211,31,0.37,23,3,0,3
0,7,5,0,7,116,3,0.77,3,74,19,1,346,10,0.17,3,2,0,3
2,4,0,6,5,106,3,0.78,3,33,16,0,100,1,0.26,17,4,1,3
4,6,4,3,2,101,3,0.52,2,146,10,1,125,13,0.05,13,0,1,3
5,3,4,5,4,277,2,0.69,2,103,21,5,370,52,0.04,6,5,1,3
3,4,5,5,2,129,0,0.41,2,152,22,0,316,30,0.19,23,1,0,3
5,5,3,3,8,207,2,0.4,2,43,6,4,459,85,0.16,15,4,1,3
2,5,0,4,6,21,4,0.63,2,145,13,1,362,49,0.07,7,4,1,3
1,5,5,3,4,9,6,0.57,2,142,27,4,398,30,0.63,19,1,0,3
2,3,0,5,2,22,4,0.59,2,58,8,4,122,73,0.21,3,1,0,3
2,5,4,5,7,286,2,0.75,3,77,4,3,251,88,0.5,17,2,0,3
4,7,2,0,3,65,3,0.53,2,159,20,3,36,81,0.45,19,5,0,3
5,1,5,0,1,219,2,0.64,2,0,0,2,95,60,0.18,17,5,0,3
1,0,5,0,6,206,2,0.38,0,178,21,2,120,51,0.3,9,1,1,3
2,2,4,4,0,107,3,0.35,0,23,21,5,367,67,0.26,10,1,0,3
0,3,1,6,1,241,2,0.52,2,47,25,5,99,24,0.05,14,1,1,3
3,5,4,5,2,85,3,0.59,2,130,27,5,321,88,0.5,16,0,1,3
5,1,5,4,8,111,3,0.59,2,85,18,1,295,77,0.42,15,4,0,3
0,6,2,1,0,299,2,0.43,2,193,21,0,113,94,0.63,17,0,0,3
5,7,2,4,5,203,2,0.28,0,71,1,2,470,27,0.58,2,3,1,3
2,4,5,4,0,259,2,0.45,2,122,23,6,291,36,0.19,12,2,0,3
3,2,1,3,0,225,2,0.44,2,161,10,1,187,95,0.37,3,0,0,3
3,5,1,0,0,111,3,0.52,2,18,12,2,2,78,0.45,9,2,1,3
5,5,3,0,3,123,0,0.48,2,81,18,1,323,37,0.22,11,3,0,3
2,0,5,5,3,132,0,0.48,2,91,14,1,331,99,0.28,6,5,1,3
4,3,5,5,0,246,2,0.71,3,87,15,0,205,46,0.18,15,0,1,3
5,4,4,1,5,250,2,0.66,2,108,8,1,9,60,0.2,1,3,0,3
2,6,5,1,7,138,0,0.38,0,104,11,3,186,39,0.21,19,0,0,3
2,4,0,2,5,115,3,0.42,2,154,23,3,292,93,0.3,9,3,0,3
1,4,5,1,3,103,3,0.76,3,160,27,0,490,14,0.34,13,2,0,3
0,0,5,6,7,199,2,0.44,2,14,4,2,386,71,0.36,20,4,1,3
4,2,1,5,3,101,3,0.55,2,149,17,4,471,13,0.33,17,1,1,3
4,3,4,2,8,273,2,0.71,3,72,18,6,4,25,0.15,1,1,1,3
0,0,3,4,4,276,2,0.58,2,81,1,2,444,71,0.43,8,1,0,3
3,0,2,4,4,37,5,0.55,2,117,16,5,393,1,0.6,15,1,1,3
2,2,2,0,4,223,2,0.38,0,160,7,5,453,6,0.14,21,2,1,3
5,1,3,0,2,129,0,0.18,1,89,12,6,421,72,0.17,6,4,1,3
3,5,2,5,7,145,0,0.64,2,39,21,2,417,82,0.14,23,0,1,3
3,4,1,1,6,189,2,0.35,0,86,28,2,341,79,0.3,15,0,1,3
5,2,3,5,1,14,6,0.59,2,122,19,2,289,63,0.45,0,3,0,3
0,3,2,3,2,151,0,0.4,2,165,11,3,403,93,0.2,16,1,1,3
5,7,4,5,5,73,3,0.48,2,146,22,0,358,98,0.17,2,3,1,3
3,4,3,4,3,95,3,0.68,2,126,28,5,281,63,0.19,20,4,0,3
0,7,5,3,0,121,0,0.59,2,21,8,6,415,86,0.31,12,0,0,3
4,3,5,5,7,96,3,0.56,2,161,29,2,83,54,0.38,23,2,0,3
5,0,2,3,3,220,2,0.57,2,63,14,3,211,96,0.44,15,5,1,3
5,1,3,2,3,217,2,0.36,0,181,12,1,497,30,0.25,22,1,0,3
3,7,1,3,1,6,6,0.59,2,49,21,5,103,25,0.49,21,4,1,3
2,0,2,2,3,17,4,0.39,0,115,14,3,264,86,0.43,3,3,0,3
0,1,0,2,7,217,2,0.45,2,33,16,6,495,47,0.49,18,0,0,3
0,5,4,4,2,237,2,0.46,2,84,12,2,93,80,0.19,4,3,0,3
0,0,0,0,2,151,0,0.74,3,33,25,6,456,66,0.08,14,3,1,3
4,0,3,6,6,66,3,0.12,1,177,12,0,239,76,0.43,5,3,0,3
2,2,1,3,7,28,4,0.65,2,166,3,0,370,77,0.36,6,1,0,3
2,2,1,0,6,299,2,0.49,2,32,29,4,258,42,0.17,2,3,1,3
0,2,4,4,7,228,2,0.23,0,52,27,3,12,95,0.2,13,4,1,3
0,2,2,3,7,275,2,0.83,3,110,23,0,67,77,0.46,18,4,0,3
4,7,3,0,8,267,2,0.53,2,97,27,2,9,19,0.24,4,0,0,3
3,3,4,2,6,106,3,0.55,2,5,0,4,300,70,0.18,18,3,0,3
4,3,4,0,5,263,2,0.37,0,106,30,2,152,63,0.46,3,2,1,3
0,0,4,3,4,19,4,0.43,2,98,23,6,175,88,0.06,23,3,1,3
5,3,4,3,3,184,2,0.41,2,181,26,5,14,40,0.38,11,3,1,3
1,0,5,5,3,127,0,0.58,2,150,1,3,0,16,0.13,14,0,0,3
5,5,2,0,3,210,2,0.67,2,64,4,5,149,15,0.37,13,5,0,3
1,4,3,2,5,202,2,0.54,2,158,17,0,123,4,0.56,6,5,0,3
2,1,3,0,0,86,3,0.09,1,36,24,2,220,91,0.3,15,0,1,3
4,3,2,6,3,10,6,0.25,0,104,29,4,137,41,0.23,11,4,0,3
1,3,4,0,1,137,0,0.49,2,111,29,0,404,3,0.06,21,1,0,3
3,5,5,0,4,125,0,0.08,1,58,4,3,330,10,0.28,16,0,0,3
4,2,2,5,2,133,0,0.46,2,10,3,6,329,2,0.13,13,4,0,3
1,3,4,3,8,153,0,0.21,0,72,20,0,237,10,0.37,17,1,0,3
5,5,4,4,1,87,3,0.52,2,39,23,0,453,60,0.44,23,0,0,3
2,3,3,3,1,217,2,0.25,0,88,18,6,258,33,0.35,7,3,1,3
2,2,4,5,2,106,3,0.37,0,27,6,5,122,26,0.44,1,4,1,3
2,3,5,0,2,126,0,0.32,0,77,23,3,32,4,0.47,22,3,0,3
3,1,2,5,6,218,2,0.65,2,14,14,4,409,51,0.16,10,5,0,3
0,1,2,1,2,43,5,0.66,2,141,20,2,310,88,0.15,11,2,1,3
5,2,5,1,1,205,2,0.19,1,147,30,0,145,70,0.35,8,1,1,3
3,7,4,3,1,271,2,0.12,1,18,0,0,401,79,0.44,23,5,0,3
1,4,5,6,0,7,6,1.0,3,168,30,5,409,92,0.75,14,1,1,3
4,2,4,1,0,47,5,0.63,2,140,1,0,190,68,0.37,4,2,0,3
1,6,1,2,8,13,6,0.2,0,37,28,6,355,2,0.2,16,5,1,3
5,6,1,0,1,44,5,0.41,2,142,2,3,186,58,0.07,10,5,1,3
1,1,3,5,3,183,2,0.26,0,59,14,3,199,25,0.1,2,0,0,3
0,6,2,4,4,8,6,0.51,2,144,5,1,213,8,0.74,21,5,0,3
0,1,1,0,1,128,0,0.8,3,144,30,5,336,40,0.31,11,3,1,3
2,2,5,3,0,88,3,0.83,3,24,5,5,251,50,0.29,13,3,1,3
3,4,4,4,6,66,3,0.59,2,177,6,5,400,95,0.35,0,0,1,3
1,0,4,6,8,179,0,0.7,3,86,30,3,350,3,0.09,18,4,0,3
4,5,0,0,5,88,3,0.38,0,123,6,0,260,59,0.2,5,2,0,3
0,1,0,6,7,213,2,0.82,3,179,5,3,369,72,0.47,11,2,1,3
3,0,3,6,0,131,0,0.44,2,65,17,2,216,27,0.18,17,0,1,3
5,4,5,2,6,242,2,0.71,3,62,6,4,13,61,0.22,3,1,1,3
1,1,0,3,7,117,3,0.67,2,165,2,6,190,74,0.15,18,1,1,3
1,0,1,3,1,63,3,0.3,0,4,1,3,396,21,0.02,3,2,0,3
5,0,5,5,7,259,2,0.08,1,58,24,2,388,59,0.34,13,0,0,3
1,1,5,6,6,55,5,0.42,2,78,28,2,350,57,0.05,19,5,1,3
3,5,3,4,0,234,2,0.6,2,28,4,5,374,90,0.39,13,3,1,3
1,3,0,2,2,191,2,0.52,2,133,29,1,347,30,0.24,4,3,0,3
3,6,0,5,3,42,5,0.61,2,129,26,1,153,23,0.35,21,2,0,3
0,1,0,2,3,298,2,0.54,2,171,7,6,85,28,0.29,0,3,0,3
2,4,5,4,3,227,2,0.59,2,31,16,5,299,64,0.58,8,5,0,3
4,6,4,6,8,71,3,0.46,2,29,26,2,80,90,0.1,23,3,1,3
1,3,0,1,2,125,0,1.0,3,80,17,3,55,70,0.31,2,4,0,3
4,2,1,3,8,88,3,0.55,2,154,9,1,360,20,0.11,16,5,0,3
4,0,5,3,0,93,3,0.53,2,99,28,2,172,57,0.17,19,1,1,3
1,1,1,1,5,20,4,0.72,3,132,7,4,189,20,0.24,10,1,1,3
0,5,1,2,6,29,4,0.47,2,198,19,6,391,53,0.11,8,0,0,3
0,4,1,3,7,70,3,0.51,2,165,0,1,146,21,0.36,14,2,1,3
5,0,4,1,6,273,2,0.61,2,0,0,6,389,94,0.29,7,3,1,3
2,2,3,0,2,119,3,0.38,0,31,9,2,342,88,0.28,21,4,1,3
0,5,5,5,4,83,3,0.69,2,181,15,4,228,8,0.27,23,4,1,3
0,3,1,6,8,117,3,0.55,2,150,13,4,66,71,0.16,13,4,1,3
4,2,0,0,2,203,2,0.32,0,168,26,3,378,0,0.39,18,3,0,3
1,0,4,6,6,200,2,0.42,2,119,28,6,81,100,0.18,18,0,0,3
3,4,3,3,0,113,3,0.23,0,134,14,6,33,57,0.21,12,1,1,3
0,0,5,5,2,106,3,0.42,2,0,0,0,163,15,0.11,0,4,1,3
1,6,4,5,2,106,3,0.57,2,183,10,2,464,46,0.02,9,1,0,3
3,2,0,0,1,14,6,0.39,0,170,30,5,432,1,0.67,11,0,0,3
2,0,0,3,2,252,2,0.77,3,123,6,5,215,88,0.23,20,3,1,3
0,5,5,3,6,157,0,0.35,0,145,2,0,124,85,0.23,10,0,0,3
5,4,5,0,5,295,2,0.06,1,145,11,1,408,38,0.29,3,4,0,3
1,5,2,1,7,65,3,0.44,2,26,8,3,33,67,0.64,10,0,0,3
1,7,1,4,5,44,5,0.75,3,152,29,3,226,12,0.16,12,1,0,3
2,7,4,3,8,170,0,0.55,2,196,11,1,103,59,0.15,12,3,0,3
5,3,0,4,5,127,0,0.47,2,12,10,1,79,30,0.16,4,1,0,3
3,5,4,4,5,152,0,0.58,2,13,5,3,152,64,0.11,17,4,0,3
5,1,4,1,0,171,0,0.61,2,134,0,6,102,65,0.22,18,0,0,3
2,0,3,1,6,209,2,0.56,2,77,22,1,172,92,0.13,12,2,0,3
2,5,1,2,8,182,2,0.47,2,28,24,2,224,50,0.19,22,2,1,3
4,7,2,6,8,12,6,0.84,3,166,18,5,374,4,0.07,22,0,0,3
4,4,3,4,5,61,3,0.16,1,11,4,0,349,36,0.19,16,3,0,3
2,4,5,5,6,52,5,0.48,2,125,12,4,74,88,0.25,23,3,1,3
4,4,5,0,0,218,2,0.28,0,35,28,3,292,79,0.21,2,0,0,3
3,6,3,6,3,239,2,0.74,3,103,12,3,135,6,0.63,14,3,1,3
2,3,5,6,7,81,3,0.5,2,186,27,6,93,44,0.6,8,4,0,3
4,0,5,1,5,93,3,0.73,3,94,16,3,124,43,0.43,5,2,1,3
4,7,4,5,7,48,5,0.5,2,101,17,2,129,28,0.24,1,4,1,3
5,2,0,2,0,248,2,0.49,2,200,18,1,315,63,0.27,20,3,0,3
4,6,2,2,0,77,3,0.67,2,120,20,6,62,74,0.72,12,3,0,3
5,4,3,3,7,140,0,0.42,2,98,13,3,317,74,0.26,19,4,0,3
3,3,0,0,5,112,3,0.83,3,166,27,2,199,7,0.08,0,5,0,3
2,6,4,5,6,252,2,0.79,3,38,23,4,429,60,0.19,23,3,1,3
2,1,1,4,8,175,0,0.81,3,32,21,5,103,20,0.18,17,5,1,3
4,5,1,0,0,167,0,0.32,0,66,0,2,9,19,0.15,7,3,1,3
0,3,0,3,7,5,6,0.44,2,73,25,5,48,17,0.41,22,1,1,3
3,5,1,0,0,247,2,0.28,0,180,15,5,80,87,0.25,19,4,1,3
4,0,2,0,7,120,0,0.39,0,4,1,6,333,100,0.33,3,0,0,3
2,1,4,5,6,214,2,0.5,2,191,28,3,33,7,0.25,19,2,0,3
1,2,0,6,3,133,0,0.44,2,193,2,5,302,46,0.42,10,3,0,3
1,5,5,0,4,37,5,0.3,0,160,14,3,65,59,0.25,8,3,1,3
0,3,3,2,7,84,3,0.38,0,149,2,0,421,2,0.14,3,4,0,3
2,2,0,4,2,260,2,0.42,2,139,5,4,396,86,0.39,20,2,0,3
0,5,1,3,0,220,2,0.76,3,134,11,1,16,1,0.6,10,3,0,3
3,1,0,1,8,71,3,0.3,0,107,7,0,55,46,0.4,8,0,0,3
5,1,5,1,5,291,2,0.8,3,104,8,0,345,59,0.42,3,5,0,3
2,6,0,0,6,175,0,0.0,1,161,27,1,42,25,0.13,7,4,0,3
0,1,2,1,3,64,3,0.37,0,22,7,4,155,92,0.25,1,4,0,3
2,4,1,0,4,131,0,0.45,2,161,1,1,118,6,0.2,3,2,0,3
2,6,5,4,2,49,5,0.31,0,32,10,4,134,6,0.37,0,0,0,3
2,4,2,5,8,294,2,0.77,3,95,25,0,338,40,0.5,1,2,0,3
1,4,0,5,8,150,0,0.84,3,35,13,0,254,62,0.1,11,1,1,3
3,6,4,4,3,102,3,0.23,0,128,10,4,479,25,0.6,1,4,0,3
1,4,5,4,7,233,2,0.19,1,60,12,4,84,11,0.05,4,5,0,3
0,4,1,0,1,7,6,0.39,0,179,2,3,424,54,0.37,7,4,0,3
1,0,2,4,2,111,3,0.33,0,40,28,2,293,65,0.26,4,3,0,3
1,0,2,0,0,43,5,0.76,3,16,14,3,250,45,0.31,4,1,0,3
5,6,1,2,1,91,3,0.67,2,88,9,4,195,39,0.25,23,3,1,3
3,0,5,6,2,72,3,0.88,3,139,0,3,301,4,0.15,14,2,0,3
4,7,4,6,5,23,4,0.61,2,73,17,0,7,8,0.03,5,3,0,3
4,2,5,3,2,226,2,0.41,2,111,1,4,39,61,0.53,2,5,0,3
4,3,2,4,2,207,2,0.38,0,110,25,2,274,59,0.27,16,3,0,3
5,5,4,5,2,47,5,0.15,1,13,2,5,75,78,0.13,23,0,0,3
4,5,0,0,0,52,5,0.38,0,95,26,5,204,69,0.45,7,4,0,3
2,2,0,0,7,201,2,0.36,0,111,2,5,421,40,0.1,11,0,1,3
2,0,1,4,1,108,3,0.79,3,71,18,6,291,57,0.72,12,1,0,3
2,5,2,2,4,116,3,0.69,2,153,25,1,258,43,0.16,8,5,0,3
0,6,5,5,8,256,2,0.59,2,103,21,6,392,73,0.45,9,0,0,3
3,2,4,1,1,22,4,0.53,2,129,17,3,404,90,0.8,10,3,1,3
3,2,4,4,3,298,2,0.75,3,154,27,0,375,14,0.4,12,3,0,3
0,1,2,1,2,195,2,0.42,2,126,20,5,392,82,0.16,16,1,0,3
1,4,2,4,8,34,5,0.67,2,68,17,6,26,31,0.26,1,2,0,3
3,0,2,1,4,43,5,0.37,0,166,13,0,325,88,0.29,8,5,0,3
2,6,5,6,3,89,3,0.5,2,65,27,1,108,30,0.13,17,2,1,3
3,2,3,1,4,286,2,0.35,0,70,25,6,192,44,0.26,1,4,1,3
0,0,2,4,4,84,3,0.36,0,109,9,2,225,90,0.39,15,3,1,3
5,7,4,0,5,207,2,0.27,0,109,26,2,234,8,0.27,4,3,0,3
1,2,5,2,5,232,2,0.88,3,107,1,3,122,84,0.54,10,5,1,3
4,0,0,2,6,169,0,0.51,2,105,17,3,345,30,0.19,8,4,0,3
0,6,0,4,7,7,6,0.38,0,159,16,0,107,57,0.24,15,1,0,3
1,5,2,6,8,290,2,0.57,2,16,13,1,336,11,0.06,17,4,1,3
0,3,3,3,2,13,6,0.57,2,103,2,4,164,51,0.49,2,1,0,3
1,5,2,6,0,78,3,0.45,2,70,6,1,484,70,0.23,17,2,1,3
2,4,4,3,7,254,2,0.32,0,41,29,0,160,5,0.15,2,0,0,3
4,3,1,2,6,213,2,0.44,2,134,18,0,354,80,0.2,11,2,1,3
